AI_FEARS_US_TITLE1;Держава $TAG_0_0_UPPER$ опасается нашей мощи!;x
AI_FEARS_US_DESC1_LONG;От нашего корреспондента в державе $TAG_0_0$ поступают интересные слухи. Неназванный источник сообщает о встречах высшего офицерского состава в столице. Главной темой этих совещаний был возможный вариант объявления войны и вторжения наших войск. Обсуждалась возможная контратака и даже партизанская война. Видимо верховное командование $TAG_0_0_ADJ$ армии готовится к худшему. Кажется они боятся нас!;x
AI_FEARS_US_DESC1_MEDIUM;Неназванный источник в державе $TAG_0_0$ сообщает о том, что их правительство готовится к худшему. Они обдумывают возможность нашего нападения и от этого в их жилах стынет кровь!;x
AI_FEARS_US_DESC1_SHORT;Поступают доклады о положении дел в державе $TAG_0_0$. В их столице прошло несколько совещаний военного руководства и они всерьез обсуждали возможность нашего вторжения!;x
AI_FEARS_US_TITLE2;Держава $TAG_0_0$ опасается вторжения!;x
AI_FEARS_US_DESC2_LONG;Недавняя статья $TAG_0_0_ADJ$ газеты поразила их нацию! Анализ ухудшающихся отношений и сравнение военного потенциала наших держав привели редактора к мысли о возможности скорой войны, и если это произойдет, то существование державы $TAG_0_0$ окажется под угрозой. Элита и простой народ державы $TAG_0_0$ требуют от правительства заключить выгодный союз для противостояния внешней угрозе.;x
AI_FEARS_US_DESC2_MEDIUM;Недавняя статья $TAG_0_0_ADJ$ газеты поразила их нацию! Анализ ухудшающихся отношений наших держав привели редактора к мысли о возможности скорой войны между нашими державами, если не будут достигнуты необходимые договоренности.;x
AI_FEARS_US_DESC2_SHORT;Недавняя статья $TAG_0_0_ADJ$ газеты поразила их нацию! Анализ ухудшающихся отношений и сравнение военного потенциала наших держав привели редактора к мысли о возможности скорой войны между нашими державами.;x
AI_FEARS_US_TITLE3;Держава $TAG_0_0$ оскорбила нас!;x
AI_FEARS_US_DESC3_LONG;Предрассудки и ненависть заправляют в державе $TAG_0_0$. В понедельник они перешли все границы. $TAG_0_0_ADJ$ министр иностранных дел ударил нашего посла во дворе нашего же посольства в державе $TAG_0_0$! Наш представитель так это прокомментировал: «Это еще одно доказательство варварства с их стороны, которых итак предостаточно. Дикари и хамы правят в державе $TAG_0_0$, и чем скорее мы избавимся от них, тем лучше». Дипломатические отношения еще поддерживаются, но война неизбежна.;x
AI_FEARS_US_DESC3_MEDIUM;Предрассудки и ненависть властвуют в державе $TAG_0_0$. В понедельник $TAG_0_0_ADJ$ министр иностранных дел ударил нашего посла. Наш министр ответил, что «дикари и хамы правят в державе $TAG_0_0$, и чем раньше они исчезнут, тем лучше».;x
AI_FEARS_US_DESC3_SHORT;В понедельник $TAG_0_0_ADJ$ министр иностранных дел ударил нашего посла. Дикари и хамы правят державой $TAG_0_0$, и чем раньше мы уничтожим их, тем лучше.;x
AI_FEARS_OTHER_TITLE1;Опасения державы $TAG_0_0$;x
AI_FEARS_OTHER_DESC1_LONG;Недавняя статья в $TAG_0_0_ADJ$ газете поразила их нацию! Анализ ухудшающихся отношений с державой $TAG_0_1$ и сравнение военного потенциала двух держав привели редактора к мысли о возможности скорой войны, и если это произойдет, то существование державы $TAG_0_0$ окажется под угрозой. Элита и простой народ державы $TAG_0_0$ требуют от правительства заключить выгодный союз для противостояния угрозе со стороны державы $TAG_0_1_ADJ$.;x
AI_FEARS_OTHER_DESC1_MEDIUM;Недавняя статья $TAG_0_0_ADJ$ газеты поразила их нацию! Анализ ухудшающихся отношений с державой $TAG_0_1$ привели редактора к мысли о возможности скорой войны между этими державами, если не будут достигнуты необходимые договоренности.;x
AI_FEARS_OTHER_DESC1_SHORT;Недавняя статья $TAG_0_0_ADJ$ газеты поразила их нацию! Анализ ухудшающихся отношений с державой $TAG_0_1$ привели редактора к мысли о возможности скорой войны между этими державами.;x
AI_FEARS_OTHER_TITLE2;$TAG_0_0_ADJ$ опасения;x
AI_FEARS_OTHER_DESC2_LONG;По нашим сведениям в $TAG_0_0_ADJ$ правительстве, все больше распространяются глубокий страх и отчаяние. Многие предрекают, что их конфликт с державой $TAG_0_1$ вызовет полномасштабное военное столкновение, которое держава $TAG_0_0$ вполне может проиграть. По слухам, они всерьез рассматривают возможность военного конфликта и уже начали к нему подготовку. Страх распространяется и на население страны, которое ожидает разгромного поражения.;x
AI_FEARS_OTHER_DESC2_MEDIUM;Настроения среди $TAG_0_0_ADJ$ официальных лиц можно описать одним словом - страх. Это связано с действиями державы $TAG_0_1$. Они стараются быть как можно более осторожными, так как война скорее всего приведет к поражению державы $TAG_0_0$.;x
AI_FEARS_OTHER_DESC2_SHORT;По сообщениям местной прессы, кажется что $TAG_0_0_ADJ$ население и правительство опасаются военной мощи державы $TAG_0_1$. Подробнее на стр. 4.;x
AI_LOVES_US_TITLE1;$TAG_0_0$: Наш лучший друг;x
AI_LOVES_US_DESC1_LONG;«Есть ли у вас среди $TAG_0_0_ADJ$ граждан лучшие друзья? Возможно. Вроде бы все идет к тому, что наши страны не будут сражаться, а будут дружить! Многие дипломаты и послы в столице высказались в поддержку союза наших великих народов. Неудивительно, что мы решили поддержать друг друга, когда все вокруг грызутся как собаки, друзья познаются в беде!» - заявил наш дипломат в интервью.;x
AI_LOVES_US_DESC1_MEDIUM;$TAG_0_0_ADJ$ дипломаты прибыли в столицу, чтобы поддержать союз между нашими державами. Отношения между странами превосходные и теперь мы будем оказывать друг другу военную поддержку.;x
AI_LOVES_US_DESC1_SHORT;Отношения между нами и $TAG_0_0_ADJ$ правительством высоки как никогда. Политики считают нас потенциальными союзниками в мире и войне.;x
AI_LOVES_US_TITLE2;Держава $TAG_0_0$ вместе с нами!;x
AI_LOVES_US_DESC2_LONG;Статья в $TAG_0_0_ADJ$ газете обрисовывает замечательные отношения между нашими странами. Многочисленные примеры мирного сотрудничества, основанного на добре и дружбе, показывают наши страны как друзей и братьев. Используя такие слова как «заслуживают доверия», «надежные» и «стойкие» для описания отношений, газета призывает правительство державы $TAG_0_0$ продолжать сотрудничество для достижения общих интересов и целей, а также укреплять взаимные гарантии и договоры.;x
AI_LOVES_US_DESC2_MEDIUM;Статья в $TAG_0_0_ADJ$ газете обрисовывает замечательные отношения между нашими странами. Многочиссленные примеры мирного сотрудничества, основанного на добре и дружбе, показывают наши страны как друзей и братьев.;x
