PV_INTERNAL_IMMIGRATION;Внутренняя иммиграция:;X
PV_EXTERNAL_IMMIGRATION;Внешняя иммиграция:;X
COUNTRYALERT_CanRemoveFromSphere;Мы можем убрать страны из нашей §YСферы влияния§!: ;X
PV_CLERGY_LIT_DESC1;$NUM$ населения в $LOC$ - священники.;X
PV_CLERGY_LIT_DESC2;Оптимально: $OPT$.;X
PV_CLERGY_LIT_DESC3;Ежемесячно изменяется (базовое значение): $VAL$;X
IN_SOCIAL_MOVEMENT;в общественном движении;X
NOT_IN_SOCIAL_MOVEMENT;не в общественном движении;X
IN_POLITICAL_MOVEMENT;в политическом движении;X
NOT_IN_POLITICAL_MOVEMENT;не в политическом движении;X
the_meiji_restoration2_title;Реставрация Мэйдзи;X
the_meiji_restoration2_desc;Традиционно считается что Япония была основана императором Дзимму в 660 г. до н. э. И хотя с тех пор императорский род ни разу не прерывался, вплоть до периода Эдо император не имел реальной политической власти. Только Мэйдзи удалось изменить ситуацию. Восстановление императорского правления, программа быстрой модернизации промышленности, конституционализм и экономические свободы помогут Японии разорвать оковы, навязанные ей западным миром.;X
TPG;Небесное Царство;X
TPG_democracy;Республика Тайпин;X
TPG_bourgeois_dictatorship;Республика Тайпин;X
TPG_proletarian_dictatorship;Коммунистический Тайпин;X
TPG_fascist_dictatorship;Тайпин;X
TPG_presidential_dictatorship;Тайпинская Клика;X
TPG_ADJ;Тайпин;X
TPG_conservative;Западный Король;X
TPG_liberal;Yi King;X
TPG_reactionary;Восточный Король;X
TPG_socialist;Северный Король;X
TPG_anarcho_liberal;Радикальная Фракция;X
TPG_communist;Коммунистическая Фракция;X
TPG_fascist;Фашистская Фракция;X
