UNIT_BUILD_TIME_IW;$VAL$ дн.;X
SUPPLY_OWNER;Владелец:;X
SUPPLY_ALLIED;Союзник:;X
SUPPLY_ACCESS;Проход войск:;X
SUPPLY_CONTROLLER;Контроль:;X
SUPPLY_CONTROLLER_ALLIANCE;Контроль союзником:;X
SUPPLY_SIEGE;Осада:;X
SUPPLY_CORE;Нац. провинция:;X
fascist_uh;Фашисты поддерживают проведение социальных реформ, при этом стараясь провести откат в политических. Однако они будут противиться любым изменениям, если правящая партия не будет придерживаться фашистской идеологии.;X
reactionary_uh;Реакционеры всегда стараются провести откат как политических, так и социальных реформ.;X
conservative_uh;Консерваторы предпочитают сохранять статус-кво, но при высокой агрессивности населения они могут и поддержать реформы.;X
socialist_uh;Социалисты требуют дальнейших социальных реформ, но могут поддержать и политические при условии высокой агрессивности населения.;X
communist_uh;Коммунисты желают проводить социальные реформы, но при этом мечтают об откате в политических.;X
liberal_uh;Либералы стремятся дальше продвигать политические реформы, но могут поддержать и социальные при условии высокой агрессивности населения.;X
anarcho_liberal_uh;Либерало-анархисты требуют отката социальных реформ, и никогда не поддерживают дальнейшие реформы любого вида.;X
RP_ACCUMULATED;В данный момент мы накопили §Y$VAL$§W неиспользованных очков исследования.;X
WEGAINCB_SETUP;Мы получаем повод для войны;X
WEGAINCB_HEADER;Министр иностранных дел сообщает;X
WEGAINCB_1;Повод для войны!;X
WEGAINCB_2;$MONARCHTITLE$, у нас появился повод для войны;X
WEGAINCB_3;'$CASUS$' ;X
WEGAINCB_4;с державой;X
WEGAINCB_5;$ENEMY$:;X
WEGAINCB_6;$DESC$.;X
WEGAINCB_LOG;Мы получили повод для войны '$CASUS$' с державой $ENEMY$.;X
WEGAINCB_BTN1;ОК;X
WEGAINCB_BTN2;ОК;X
WEGAINCB_BTN3;Перейти;X
WEGAINCB_MAP;*;X
NORMAL_WAR_FREE_NAME;$ORDER$$FIRST$ война за $COUNTRY_ADJ$ свободу;X
AGRESSION_WAR_FREE_NAME;$ORDER$$FIRST$ война за поддержку державы $COUNTRY$;X
NORMAL_WAR_COLONIAL_NAME;$ORDER$$FIRST$ война за захват колониальной области $STATE$;X
AGRESSION_WAR_COLONIAL_NAME;$ORDER$$FIRST$ колониальная война за регион $STATE$;X
NORMAL_WAR_TAKE_NAME;$ORDER$$FIRST$ война за захват региона $STATE$;X
AGRESSION_WAR_TAKE_NAME;$ORDER$$FIRST$ война за регион $STATE$;X
NORMAL_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ война за освобождение региона $STATE$;X
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ война за овладение регионом $STATE$;X
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ война;X
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$FIRST$-$SECOND$ война за державу $COUNTRY$;X
NORMAL_WAR_ADD_SPHERE_NAME;$ORDER$Война за $SECOND$ подчинение;X
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$Война за $SECOND$ порабощение;X
NORMAL_CIVIL_WAR_NAME;$ORDER$$FIRST$ гражданская война;X
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST$ гражданская война;X
NORMAL_WAR_CONQUEST_NAME;$ORDER$Война за $SECOND$ завоевание;X
AGRESSION_WAR_CONQUEST_NAME;$ORDER$$FIRST$ агрессивная война против державы $SECOND_COUNTRY$;X
ADJ_FORT_EXTRA_ATTR;И §R+$VAL$%§W от соседних крепостей врага.;X
IS_NOT_ACCEPTED_CULTURE_POP;Не обладают статусом признанной культуры\n;X
IS_ACCEPTED_CULTURE_POP;Обладают статусом признанной культуры\n;X
IS_NOT_PRIMARY_CULTURE_POP;Не принадлежат к основной культуре §Y$NAME$§W\n;X
IS_PRIMARY_CULTURE_POP;Принадлежат к основной культуре §Y$NAME$§W\n;X
NEW_CORE_EFFECT_TAG2;Провинция §Y$NEW$§W станет считаться национальной для державы $TAG$\n;X
digin;Окапывание;X
terrain;Местность;X
crossing;Водное препятствие;X
total_occupation;Оккупированные родные провинции;X
total_blockaded;Блокированные родные порты;X
PW_SLAVE_STATE;Рабовладельческая область;X
CURR_REL_TT;Текущий уровень наших отношений.;X
great_power;Великая держава;X
second_power;Колониальная держава;X
civ_nation;Цивилизованное гос-во;X
unciv_nation;Нецивилизованное гос-во;X
REB_TYPE_SIZE;§YПоддержка повстанцев§W;X
REB_TYPE_POWER;§YСила повстанцев§W;X
PRODUCTION_MUST_PORT_ONLY;Можно производить только в порту.\n;X
POPULATION_CHANGED_BY;Численность населения изменяется на;X
COMBAT_LEADER_MOD;Командующий;X
POLITICS_CANNOT_SET_RULING_PARTY_IN_ELECTION;Нельзя менять правящие партии прямо во время выборов.;X
IS_NOT_OVERSEAS;Не находится за морем;X
IS_OVERSEAS;находится за морем;X
SHIP_SUB_NAME;$HOME$;X
FOLLOWING_HAVE_CLAIMS;Следующие страны имеют претензии на эту территорию:;X
COUNTRY_IS_NOT_CULTURE;Основная культура - не;X
COUNTRY_IS_CULTURE;Основная культура -;X
NO_ASSIM_NOW;Ассимиляция не происходит.;X
MODIFIER_LOCAL_REPAIR;Скорость ремонта кораблей;X
BADBOY_DRO_1;Изменение бесчестья в месяц:\n;X
REGIMENT_SIZE;Боеспособность: §Y$SIZE$§W\n;X
CURRENT_MORALE;Организация: §Y$SIZE$§W из $MAX$\n;X
SUPPLY_COST;Стоимость снабжения;X
ALL_CORE_PROVINCE_THAT;Для всех национальных провинций ;X
BREAKCOUNTRY_SETUP;Фракция повстанцев заставляет нас принять свои требования;X
BREAKCOUNTRY_HEADER;Министр внутренних дел сообщает;X
BREAKCOUNTRY_1;Победа повстанцев!;X
BREAKCOUNTRY_2;$MONARCHTITLE$, фракция повстанцев $FACTION$ заставила нас принять свои требования!;X
BREAKCOUNTRY_3;У нас не было другого выбора, кроме как подчиниться им.;X
BREAKCOUNTRY_4;$EFFECTS$;X
BREAKCOUNTRY_5;*;X
BREAKCOUNTRY_6;*;X
BREAKCOUNTRY_LOG;Фракция повстанцев $FACTION$ заставила нас принять свои требования!;X
BREAKCOUNTRY_BTN1;Ужас!;X
BREAKCOUNTRY_BTN2;Ужас!;X
BREAKCOUNTRY_BTN3;Перейти;X
BREAKCOUNTRY_MAP;*;X
BREAKCOUNTRYOTHER_SETUP;Фракция повстанцев заставляет принять свои требования другую державу;X
BREAKCOUNTRYOTHER_HEADER;Посол державы;X
BREAKCOUNTRYOTHER_1;$OTHER$;X
BREAKCOUNTRYOTHER_2;сообщает нам о том, что они были вынуждены;X
BREAKCOUNTRYOTHER_3;принять требования фракции повстанцев $FACTION$.;X
BREAKCOUNTRYOTHER_4;$EFFECTS$;X
BREAKCOUNTRYOTHER_5;*;X
BREAKCOUNTRYOTHER_6;*;X
BREAKCOUNTRYOTHER_LOG;Держава $OTHER$ приняла требования фракции повстанцев $FACTION$!;X
BREAKCOUNTRYOTHER_BTN1;ОК;X
BREAKCOUNTRYOTHER_BTN2;ОК;X
BREAKCOUNTRYOTHER_BTN3;Перейти;X
BREAKCOUNTRYOTHER_MAP;*;X
INVENTION_SETUP;Мы делаем изобретение;X
INVENTION_HEADER;Министр внутренних дел сообщает;X
INVENTION_1;Крупное открытие!;X
INVENTION_2;Ученые нашей великой державы сделали изобретение;X
INVENTION_3;$INVENTION$.;X
INVENTION_4;$DESC$;X
INVENTION_5;Эффект:;X
INVENTION_6;$EFFECT$;X
INVENTION_LOG;Мы сделали изобретение '$INVENTION$'.;X
INVENTION_BTN1;ОК;X
INVENTION_BTN2;ОК;X
INVENTION_BTN3;Подробнее;X
INVENTION_MAP;*;X
revanchism;Реваншизм;X
plurality;Плюрализм;X
TOPBAR_LEADERSHIP_GAIN_TOOLTIP;Ежемесячный прирост благодаря офицерам наших очков лидерства равен §Y$CURR$§W.;X
UW_AASIGN;Автоназначение командиров;X
ATTR_SAFE_RANGE;Флотилия на дистанции снабжения и около побережья не несет потерь от его недостатка.;X
TECHNOLOGYVIEW_HAVE_NOT_YEAR;Нельзя начать это исследование раньше §Y$YEAR$§W года.;X
ENCOURAGEMENT_FOR;Стимулирование - ;X
IS_NOT_PRIMARY_CULTURE;§Y$NAME$§W не имеют статус основной культуры\n;X
IS_PRIMARY_CULTURE;§Y$NAME$§W имеют статус основной культуры\n;X
IS_NOT_ACCEPTED_CULTURE2;§Y$NAME$§W не имеют статус признанной культуры\n;X
IS_ACCEPTED_CULTURE2;§Y$NAME$§W имеют статус признанной культуры\n;X
ALL_COUNTRIES_EFF;У всех стран;X
ALL_COUNTRIES_THAT_EFF;У всех стран, таких что;X
GETTING_ONLY_NEEDS;$NEED$: §Y$VAL$%§W;X
tutorial_chapter_introduction;Конец вводного курса;X
tutorial_end_of_chapter;Конец главы курса;X
ISSUE_MOVE_EFFECT;§Y$PERCENTAGE$%§W от групп населения перейдут от вопроса §YFROM§W к вопросу §YTO§W.;X
ADD_WARGOAL_EFFECT;Добавив эту цель, мы получим:;X
ADD_WARGOAL_SUCCESS;Достигнув этой цели, мы получим:;X
ADD_WARGOAL_FAILURE;Потерпев неудачу, мы получим:;X
WARDIALOG_TRUCE;Перемирие: ;X
WARDIALOG_NOCB;Нет повода для войны: ;X
DIPLOMACY_INFAMY2;Бесчестье: $VALUE$;X
DIPLOMACY_PRESTIGE2;Престиж: $VALUE$;X
DIPLOMACY_MILITANCY2;Агрессивность: $VALUE$;X
REMOVE_DIPLOMACY_WARDIALOG_ALLIES;убрано;X
REMOVE_DIPLOMACY_WARDIALOG_NUM_ALLIES;убрано;X
DIPLOMACY_WAR_HASTRUCE;§RУ нас действует перемерие с державой§Y$COUNTRY$§R до §Y$DATE$§R. Объявление ей войны сейчас приведет к серьезной потере нашего престижа.;X
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;убрано;X
tutorial_chapter_budget_victoria;Конец среднего учебного сценария по бюджету;X
NO_RELEASEABLE_NATIONS;У нас нет наций, которым мы могли бы предоставить суверенитет.;X
DIPLOMACY_CALL_ALLIES_NOT_LEADER;Мы не являемся лидером этой войны, и потому не можем призвать союзников.;X
LEDGER_NEXT;Следующая;X
LEDGER_PREV;Предыдущая;X
MEC_544;Шлезвиг-Гольштейн;X
COUNTRYALERT_CanIncreaseOpinion;Мы можем §Yулучшить мнение§W о нашей державе или же включить другую страну в нашу §Yсферу интересов§W:;X
COUNTRYALERT_NO_CanIncreaseOpinion;В данный момент мы не можем §Yулучшить мнение§W о нашей державе или же включить другую страну в нашу §Yсферу интересов§W.;X
COLONY_SUCCESS_LOG;Мы успешно основали колонию в регионе $TARGET$.;X
