#;X
WARSUBSIDIES_DI;Предложение военных субсидий;X
CANCEL_WARSUBSIDIES_DI;Прекращение военных субсидий;X
ASKMILITARYACCESS_DI;Просьба о проходе войск;X
CANCELASKMILITARYACCESS_DI;Отмена прохода войск;X
GIVEMILITARYACCESS_DI;Предоставление прохода войск;X
CANCELGIVEMILITARYACCESS_DI;Денонсация прохода войск;X
ALLIANCE_DI;Предложение военного союза;X
CANCELALLIANCE_DI;Расторжение военного союза;X
CALLALLY_DI;Призыв союзника;X
DISCREDIT_DI;Дискредитация;X
EXPELADVISORS_DI;Высылка советников;X
BANEMBASSY_DI;Закрытие посольства;X
INCREASEOPINION_DI;Улучшение мнения;X
DECREASEOPINION_DI;Ухудшение мнения;X
ADDTOSPHERE_DI;Включение в сферу влияния;X
REMOVEFROMSPHERE_DI;Исключение из сферы влияния;X
INCREASERELATION_DI;Улучшение отношений;X
DECREASERELATION_DI;Ухудшение отношения;X
GUNBOAT_DI;Дипломатия канонерок;X
WAR_DI;Объявление войны;X
WARGOAL_DI;Добавление цели войны;X
PEACE_DI;Предложение мира;X
TOPBAR_LEADERSHIP_MAX;Наше число очков лидерства достигло своего максимума, равного §Y$MAX$§W, и потому мы больше не будем накарливать очки лидерства сверх этого числа.\n;X
IS_MOBILIZED_IRO;(Мобилизованы все резервы);X
ADD_CRIME;Будут получены §Y$NAME$§W.\n;X
TOPBAR_WAR_PLUS;И их сателлиты и доминионы.\n;X
CANTBUILD_FORCEDISARM;Мы не можем формировать новые бригады или строить корабли, будучи принужденными к разоружению.;X
SOME_LIFE_NEEDS;Часть жизненных потребностей;X
TOPBAR_AVG_CHANGE;Ожидаемое изменение за месяц составит $VAL$§W.;X
TECH_DAILY_RESEARCHPOINTS_BASE_TOOLTIP;Базовые очки исследования в день: §G+$VALUE$§W;X
TECH_DAILY_RESEARCHPOINTS_TOTAL_TOOLTIP;Ежедневные очки исследования: §G+$VALUE$§W;X
TECH_DAILY_RESEARCHPOINTS_TOOLTIP;$POPTYPE$ обеспечивают нам §G$VALUE$§W очков исследования\n(они составляют §Y$FRACTION$%§W населения при оптимальных $OPTIMAL$%).;X
average_literacy;Грамотность;X
MODIFIER_RESEARCH_POINTS;Очки исследования;X
gas;Газовая атака;X
COMBAT_GAS;Газовые атаки против врага, не обладающего средства защиты от них, могут быть просто разгромными.;X
MAY_GAS_ATTACK;Можно устраивать газовые атаки\n;X
MAY_GAS_DEFEND;Можно защищаться от газовых атак\n;X
IMMIGRANTS_FROM;§G$VAL$§W чел. иммигрантов прибыло из державы $NAME$.;X
EMIGRANTS_TO;§R$VAL$§W чел. эмигрировало в державу $NAME$.;X
PW_ALL_FOCUSES_USED;Все возможные национальные приоритеты уже расставлены.;X
HAS_NO_FACTORIES;Нет фабрик\n;X
HAS_FACTORIES;Есть фабрики\n;X
RETREAT_DELAY_IRO;Чтобы появилась возможность добровольно отступить с поля боя, должно пройти еще §Y$VAL$§W дн.;X
PW_CANTCOLONIZE;Этот регион в данный момент невозможно колонизировать.;X
IS_COLONIAL_STATE_POPVIEW;Колониальная область;X
CULTURE_IS_NOT;Культура - не признана:;X
CULTURE_IS;Культура -;X
INVALID_WARTARGET_TROOPS_IN_THEM;На их территории находятся наши войска.;X
WEX_EFFECTS;Текущие эффекты;X
NOBODY_CAN_VOTE_HERE;Никому не позволено голосовать.;X
NOT_ABLE_TO_REINFORCE;Эта группа населения слишком мала для пополнения этой бригады.;X
POP_SIZE_UNITVIEW;В этой группе населения §Y$VAL$§W человек. Число бригад, которое она может содержать, равно §Y$ALLOWED$§W. В данный момент она содержит бригад: §Y$CURRENT$§W.;X
MAX_REINF_UNITVIEW;Пополнения идут со скоростью в §G100%§W.;X
POP_IMPACT_UNITVIEW;Вследствие потерь в резервах это подразделение получает пополнения только с §Y$VAL$%§W скоростью.;X
MOB_IS_REINFORCE;Мобилизованные подразделения получают пополнения с §Y50%§W скоростью.;X
EVTNAME60120;Рост федерализма;X
EVTDESC60120;Чувство культурного единения захватывает державу $COUNTRY$, в которой народ начинает требовать объединения со своими культурными братьями из державы $CULTURE_GROUP_UNION$. Мы практически не сомневаемся, что они не будут возражать против просьбы о присоединении.;X
EVTOPTA60120;Давайте сделаем это;X
EVTNAME60130;Просьба о присоединении от державы $FROMCOUNTRY$;X
EVTDESC60130;После всплеска националистических настроений в народе, $FROMCOUNTRY_ADJ$ правительство отправило нашим властям в городе $CAPITAL$ официальный запрос с просьбой о присоединении к нашему великому союзу. Кажется, у нас совершенно нет оснований отказывать им.;X
EVTOPTA60130;Давайте сделаем это;X
EVTOPTB60130;Во имя Господа, конечно же нет!;X
ATPEACE;Находится в мире;X
NORMAL_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ война за $SECOND$ сдерживание;X
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ война за $SECOND$ сдерживание;X
rude_boy;Сдерживание агрессора;X
rude_boy_desc;Принуждение другой §Yдержавы§W, отбросившей все условности цивилизованного поведения в сфере международных отношений, к значительному ограничению ее аппетитов.;X
rude_boy_setup;Остановить расширение державы $RECIPIENT$, сократив ее территорию, престиж или военную мощь.;X
rude_boy_short;Остановка державы $RECIPIENT$;X
POP_DETAILS_EXPENSES;Расходы:;X
CONFIRM_CREATE_VASSAL;Выделение державы;X
CONFIRM_CREATE_VASSAL_DESC;Вы действительно хотите выделить державу §Y$COUNTRY$§W в статусе нашего §Y$TYPE$а§W? Они получат следующие провинции (числом §Y$NUM$§W): §Y$PROVINCES$§W.;X
egyptian_excavations;Раскопки в Египте;X
egyptian_excavations_desc;Наша держава возглавляет археологические раскопки в Долине царей.;X
POP_DETAILS_EXPENSES;Расходы:;X
red_shirts_title;Краснорубашечники;X
red_shirts_name;Краснорубашечники Гарибальди;X
red_shirts_desc;Краснорубашечниками называли добровольцев, служивших под началом Джузеппе Гарибальди во время его борьбы за создание единой страны из множества мелких итальянских государств. Они получили это название за цвет своих рубах. Харизматичный Гарибальди, широко известный борец за свободу как на родине, так и заграницей, сыграл важную роль в объединении Италии под короной Сардинии. Эти итальянские пан-националисты сражаются за создание единой Италии.;X
red_shirts_army;Тысяча краснорубашечников;X
EVTNAME11103;Экспедиция Тысячи!;X
EVTDESC11103;$MONARCHTITLE$! До нас только что дошли известия, что известный боец за свободу Италии, Джузеппе Гарибальди и его «Экспедиция Тысячи» одержали победу и взяли под свой контроль правительство державы $FROMCOUNTRY$. Везде этого сурового воина радостно приветствуют ликующие толпы итальянцев, размахивающих трехцветными знаменами. Его встречают как освободителя Италии. Вследствие нашего доминирующего на полуострове положения, новое правительство, сформированное в государстве $FROMCOUNTRY$, сообщает о своем согласии с естественной позицией нашей державы как первого среди равных в новообразованной Италии.;X
EVTOPTA11103;Да здравствует Рисорджименто!;X
EVTOPTB11103;Кто этот человек, и что он хочет от меня?;X
CB_DESC_HEAD;Это повод для войны позволяет нам потребовать следующего: ;X
CB_ALLOWED_DISARMAMENT;Принудительное разоружение;X
CB_ALLOWED_REPARATIONS;Военные репарации;X
CB_ALLOWED_STATES;Отложение территории;X
TRADE_DISABLED_AUTOMATE;Торговля данным товаром автоматизирована. Прежде чем менять настройки, выключите автоматизацию.;X
AUTOMATE_TRADE_CHECK;Автоматизация торговли данным товаром.;X
TECHNOLOGYVIEW_RESEARCH_TOOLTIP;Ведется изучение технологии §Y$TECH$§W.\nПри текущей скорости исследования этот проект будет завершен §Y$DATE$§W.;X
INCREASERELATION_THEY_ACCEPT_4;Наши отношения изменились на §G$CHANGE$§W пунктов, достигнув уровня в §Y$RELATION$§W.;X
INCREASERELATION_WE_ACCEPT_4;В результате наши отношения изменились на §G$CHANGE$§W пунктов, достигнув уровня в §Y$RELATION$§W.;X
DECREASERELATION_WE_ACCEPT_5;Наши отношения изменились на §G$CHANGE$§W пунктов, упав до уровня в §Y$RELATION$§W.;X
DECREASERELATION_THEY_ACCEPT_6;Наши отношения изменились на §G$CHANGE$§W пунктов, упав до уровня в §Y$RELATION$§W.;X
TRI_1743;Триполи;X
NORMAL_WAR_CONCESSION_NAME;$ORDER$ Война за уступку региона $STATE$;X
AGRESSION_WAR_CONCESSION_NAME;$ORDER$ Война за уступку региона $STATE$;X
demand_concession_casus_belli;Требование уступок;X
demand_concession_casus_belli_desc;Принуждение §Yнецивилизованного государства§W к уступке части своей территории для создания колониальной области.;X
demand_concession_casus_belli_setup;Потребовать у державы $RECIPIENT$ передачи территории для создания колониальной области.;X
demand_concession_casus_belli_short;Присоединение региона $STATE$;X
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$ Война за создание $FIRST$ протектората $SECOND_COUNTRY$;X
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ Война за создание $FIRST$ протектората $SECOND_COUNTRY$;X
establish_protectorate_casus_belli;Установление протектората;X
establish_protectorate_casus_belli_desc;Присоединение §Yнецивилизованного государства§W и создание на его территории собственного протектората.;X
establish_protectorate_casus_belli_setup;Присоединить державу $RECIPIENT$, создав на его территории протекторат.;X
establish_protectorate_casus_belli_short;Присоединение державы $RECIPIENT$;X
NORMAL_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ война за освобождение региона $STATE$;X
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ война за освобождение региона $STATE$;X
unification_casus_belli;Объединение;X
unification_casus_belli_desc;Освобождение национальной территории нашей §Yкультурной унии§W.;X
unification_casus_belli_setup;Освободить национальную территорию нашей §Yкультурной унии§W.;X
unification_casus_belli_short;Освобождение региона $STATE$;X
POP_PROMOTE_INFO_ON_SEL;$WHERE$: на днях в группу $WHO$ вошли $VAL$ чел.;X
POP_LEAVE_INFO_ON_SEL;$WHERE$: на днях группу $WHO$ покинули $VAL$ чел.;X
DOMINION;Доминион;X
SATELLITE;Сателлит;X
DOMINION_OF_NOCOLOR;Доминион державы;X
SATELLITE_OF_NOCOLOR;Сателлит державы;X
DIPLOMACY_CANNOT_SET_PRIO_MYVASSAL;Они являются нашим §Y$TYPE$ом§W, и потому всегда находятся в нашей §Yсфере влияния§W.;X
DIPLOMACY_TRUCE_WITH;Перемирие:;X
DIPLOMACY_CASUSBELLIS;Поводы:;X
tut_1c_9;Как мы уже говорили, если группа жителей, связанная с солдатами, поднимает восстание, то вместе с ним начнут бунтовать и соответствующие бригады. Одна из ваших бригад обозначена значком мятежной фракции. Это значит, что ее группа жителей входит в эту фракцию. Такая ситуация весьма опасна. Можно выяснить статус этой группы жителей и волнующие ее вопросы, если щелкнуть по значку жителя в окне подразделения и открыть экран населения. Нажмите 'Дальше' для продолжения.;X
#REMOVEFROMSPHERE_DESC;Исключение страны из сферы влияния другой §Yвеликой державы§W.;X
BUDGET_VIEW_CRIME_FIGHT;Эффективность борьбы с преступностью:;X
POP_CURRENT_PROD;Текущее производство:;X
ALREADY_ASSIMILATED;Уже принадлежит к основной или признанной культуре.;X
TCP_SERVER_LOST;Сервер потерян во время передачи сохраненной игры!;X
tut_7b_6;Каждый день мировой рынок устанавливает единые цены как функцию спроса и предложения. Текущий спрос и предложение определяют целевую цену, к которой постепенно будет стремиться фактическая цена. Следите за изменением цен! Если стрелковое оружие растет в цене, это повод построить новый завод. Стрелка рядом с ценой определяет, повышается ли цена (зеленый), остается неизменной (желтый) или падает (красный). Нажмите 'Дальше' для продолжения.;X
tut_7b_8;Следующий рисунок показывает отношение мирового рынка к конвоям клиперов. Значок на нижней полосе определяет, продаем мы или покупаем товар, и то, автоматизирована торговля или нет. Правительство может покупать и продавать товары на рынке двумя способами. Это прямые распоряжения на торговлю и автоматические сделки, которые происходят из-за других игровых действий. Нажмите на значок конвоя клиперов, чтобы увидеть автоматическую сделку.;X
DIPLO_CALL_ALLIES;Призвать союзников;X
RULE_OPEN_FACTORY;Открытие/закрытие фабрик;X
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;Мы §RНЕ§W можем разрушить эту фабрику вследствие:\n;X
BE_ANNEXED;Присоединение;X
PW_COLONY_NO_STATE;Как минимум §Y$NUM$§W% населения должны быть чиновниками признанной нами культуры, чтобы мы могли преобразовать эту колонию в полноценную область державы. Текущий процент чиновников равен §Y$CURR$§W%.;X
REMOVE_PW_COLONY_NO_STATE;убрано;X
BAD_SAVE;Ошибка: плохой сейв.;X
tut_4c_12b;Давайте продолжим обучение по Армии.;X
USA_reactionary;Южные демократы;X
