LEDGER_COUNTRY_NAME;Страна;X
LEDGER_COUNTRY_MILSCORE;Военная мощь;X
LEDGER_COUNTRY_INDSCORE;Промышленность;X
LEDGER_COUNTRY_PRESTIGE;Престиж;X
LEDGER_COUNTRY_TOTALSCORE;Всего очков;X
LEDGER_HEADER_PROVINCES;Провинции;X
LEDGER_PROVINCE_NAME;Провинция;X
LEDGER_PROVINCE_TOTALPOP;Население;X
LEDGER_PROVINCE_AVGMIL;Средн. агрес.;X
LEDGER_PROVINCE_AVGCON;Средн. сознат.;X
LEDGER_PROVINCE_AVGLIT;Средн. грамотн.;X
LEDGER_PROVINCE_RELIGION;Религия;X
LEDGER_PROVINCE_CULTURE;Культура;X
LEDGER_PROVINCE_ISSUE;Вопрос;X
LEDGER_PROVINCE_IDEOLOGY;Идеология;X
LEDGER_HEADER_PROVINCE_POPS;Население провинций;X
LEDGER_HEADER_ARMY;Армии;X
LEDGER_ARMY_NAME;Армия;X
LEDGER_ARMY_INFANTRY;Пехота;X
LEDGER_ARMY_CAVALRY;Кавалерия;X
LEDGER_ARMY_ARTILLERY;Артиллерия;X
LEDGER_HEADER_GOODS_PRICEHISTORY;История цен;X
LEDGER_COUNTRY_STATUS;Статус;X
LEDGER_HEADER_COUNTRYCOMPARE;Сравнение держав;X
LEDGER_COUNTRY_TOTAL_POP;Население;X
LEDGER_COUNTRY_PROVCOUNT;Провинции;X
LEDGER_COUNTRY_FACTORYCOUNT;Фабрики;X
LEDGER_COUNTRY_LITERACY;Грамотность;X
LEDGER_COUNTRY_LEADERSHIP;Лидерство;X
LEDGER_COUNTRY_DIVISIONS;Бригады;X
LEDGER_COUNTRY_SHIPS;Корабли;X
LEDGER_HEADER_COUNTRYPARTY;Политические системы;X
LEDGER_COUNTRY_GOVERNMENT;Правительство;X
LEDGER_COUNTRY_NATIONALVALUE;Национальная ценность;X
LEDGER_COUNTRY_RULINGPARTY;Правящая партия;X
LEDGER_COUNTRY_RULINGIDEOLOGY;Идеология партии;X
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;Политические реформы;X
LEDGER_HEADER_COUNTRYSOCIALREFORMS;Социальные реформы;X
LEDGER_HEADER_COUNTRY_POPS;Население страны;X
LEDGER_HEADER_PROVINCEPRODUCTION;Производство в провинциях;X
LEDGER_STATE_NAME;Регион;X
LEDGER_GOODS;Товар;X
LEDGER_OUTPUT;Производство;X
LEDGER_INCOME;Доход;X
LEDGER_EMPLOYED;Работники;X
LEDGER_LEVEL;Уровень;X
LEDGER_HEADER_FACTORYPRODUCTION;Промышленное производство;X
BUDGET;Бюджет;X
BUDGET_TAX_POOR;Налоги (Бедные);X
BUDGET_TAX_POOR_DESC;;X
BUDGET_TAX_MIDDLE;Налоги (Средние);X
BUDGET_TAX_MIDDLE_DESC;;X
BUDGET_TAX_RICH;Налоги (Богатые);X
BUDGET_TAX_RICH_DESC;;X
BUDGET_TOTAL_FUNDS;Все средства;X
BUDGET_TOTAL_DEBT;Все займы;X
BUDGET_TAKE_LOAN;Взять заем;X
BUDGET_REPAY_LOAN;Выплатить заем;X
BUDGET_DAILY_INCOME;Ежедневные доходы;X
BUDGET_DAILY_EXPENSES;Ежедневные расходы;X
BUDGET_MILITARY_COST;Оборона;X
BUDGET_NATIONAL_STOCKPILE;Гос. запасы;X
BUDGET_INDUSTRIAL_SUBSIDIES;Субсидии промышленности;X
BUDGET_TARIFFS;Пошлины;X
BUDGET_DAILY_BALANCE;Примерное дневное сальдо;X
BUDGET_GOLD_DESC;;X
BUDGET_MIL_COST_DESC;;X
BUDGET_NAT_STOCK_DESC;;X
BUDGET_IND_SUP_DESC;;X
BUDGET_EDUCATION_DESC;;X
BUDGET_ADMIN_DESC;;X
BUDGET_SOCIAL_SPEND_DESC;;X
BUDGET_MIL_SPEND_DESC;;X
BUDGET_TARIFF_DESC;;X
BUDGET_TOTAL_FUNDS_DESC;;X
BUDGET_BALANCE_DESC;;X
BUDGET_DEBT_DESC;;X
BUDGET_NATIONAL_BANK_DESC;;X
BUDGET_INTEREST_DESC;;X
BUDGET_CLOSE_WINDOW;Закрыть окно бюджета.;X
BUDGET_TOTAL_EXPENSE;Общие расходы: §Y$VAL$§W;X
BUDGET_SLIDER_ADMINISTRATION;Управление: §Y$VAL$§W;X
BUDGET_EXPENSE_SLIDER_EDUCATION;Образование: §Y$VAL$§W;X
BUDGET_SLIDER_SOCIAL_SPENDING;Социальная сфера: §Y$VAL$§W;X
BUDGET_SLIDER_MILITARY_SPENDING;Оборона: §Y$VAL$§W;X
BUDGET_INTEREST;Проценты по займам: §Y$VAL$§W;X
REMOVE_BUDGET_IMPORTS;Импорт: §Y$VAL$§W;X
BUDGET_SUPPLYCOSTS;Цена запасов: §Y$VAL$§W;X
BUDGET_TAX;§Y$VAL$§W;X
BUDGET_BASE_TAX;Базовая эффективность налогообложения: §Y$VAL$§W%;X
BUDGET_TECH_TAX;От технологии: §Y$VAL$§W%;X
BUDGET_STRATA_NEED;$TYPE$ удовлетворены у §Y$VAL$§W%.;X
BUDGET_STRATA_NO_NEED;§Y$VAL$§W% не имеют даже самого необходимого.;X
BUDGET_TOTAL_INCOME;Общие доходы: §Y$VAL$§W;X
TAXES_POOR;Налоги с бедных: §Y$VAL$§W;X
TAXES_MIDDLE;Налоги со среднего класса: §Y$VAL$§W;X
TAXES_RICH;Налоги с богатых: §Y$VAL$§W;X
TARIFFS_INCOME;Пошлины: §Y$VAL$§W;X
REMOVE_BUDGET_EXPORTS;Экспорт: §Y$VAL$§W;X
BUDGET_GOLD;Золотодобыча: §Y$VAL$§W;X
BUDGET_ADMIN_EFFICIENCY;Эффективность управления: §Y$PERC$%§W;X
BUDGET_ADMIN_EFFICIENCY_DESC;§Y$PERC$%§W нашего населения являются §Yчиновниками§W. Чтобы достичь максимальной эффективности управления, нам необходимо иметь как минимум §Y$MAX$%§W чиновников§W.\n;X
ADM_EXPLAIN_DESC;Этот минимально необходимый процент зависит от следующего:\n;X
SHADOWY_INVESTOR;Частные инвесторы;X
GUNBOAT_ALERT;Держава $COUNTRY$ воспользовалась своим флотом, чтобы заставить нас выплачивать взятые нами у них взаймы деньги в размере $VALUE$¤ каждый день.;X
BUDGET_COUNTRY;Страна;X
BUDGET_AMOUNT;Сумма;X
BUDGET_LOANS_TAKEN;Взятые займы;X
BUDGET_LOANS_GIVEN;Выданные займы;X
DIPLOMATIC_BALANCE_DESC;Дипломатический баланс;X
BUDGET_LOAN_CANT_REPAY;В настоящий момент у нас нет невыплаченных займов.;X
BUDGET_CANT_LOAN;В настоящий момент ни у кого нет свободных средств.;X
#;;X
WORLD_YEAR;Год $YEAR$ от Р.Х.;X
FE_PLAYABLE_COUNTRIES;Игровые страны;X
FE_COUNTRY;Страна;X
FE_WARS;Враги:;X
FE_POP;Население;X
FE_IDEOLOGY;Идеология;X
FE_INDUSTRY;Пром-сть:;X
FE_PRESTIGE;Престиж:;X
FE_RANK;Статус;X
FE_SCORE;Очки;X
######################################################################;;X
# Savegame transfers;;X
######################################################################;;X
SAVE_PROG;Идет передача: $VALUE$%;X
TRANSERING_SAVE;Идет передача сохраненной игры...;X
LOADING_LOCAL_SAVE;Загрузка локальной копии сохраненной игры...;X
PLR_DISC;Игрок §Y$NAME$§W покинул игру.;X
PLR_CONNECT;Игрок §Y$NAME$§W присоединился к игре.;X
REVERT_SAVE_CAL;Откат к стандартным данным.;X
SAVE_TRANSFER_DONE;Передача сохраненной игры завершена.;X
######################################################################;;X
# Loading texts;;X
######################################################################;;X
LOADING_MAP_SPRITES;Loading Map-Sprites...;X
LOADING_GUI_DEF;Loading GUI Definitions...;X
LOADING_DATABASES;Loading Databases...;X
LOADING_DATABASES2;Loading Databases II...;X
INIT_MAP_LOGIC;Initialising Maplogic...;X
CREATING_CHKSUM;Creating Checksum...;X
LOADING_HISTORY;Loading History Files...;X
LOADING_SOUNDS;Loading Sounds...;X
PROC_FLAGS;Processing Flags...;X
LOAD_FLAGS;Loading Flags...;X
LOAD_GFX;Loading Graphics...;X
CREATING_THE_WORLD;Creating the World...;X
CREATING_TREES;Creating Trees...;X
CREATING_BORDERS;Creating Borders...;X
CREATING_RIVERS;Creating Rivers...;X
MAP_PROPERLY_INIT;Map Properly Initialised...;X
CREATING_PROVINCE;Creating Province #;X
CREATING_TEXTS;Creating Texts....;X
LOAD_EVENTS;Loading Events...;X
ADAPTING_HISTORY;Adapting History...;X
CALC_PATHS;Calculating paths...\nThis may take several minutes.;X
FE_TOGGLE;Быстрый старт;X
FE_TOGGLE_NORMAL;Настраиваемый старт;X
######################################################################;;X
######################################################################;;X
# Settings ;;X
FE_SETTING_DIPLOMACY;Дипломатия;X
FE_SETTING_PRODUCTION;Производство;X
FE_SETTING_POLITICS;Политика;X
FE_SETTING_INTEL;Разведка;X
FE_SETTING_TECHNOLOGY;Технология;X
FE_SETTING_UNITINTERFACE;Армии;X
DIFF_VERY_EASY;Очень легко;X
DIFF_EASY;Легко;X
DIFF_NORMAL;Нормально;X
DIFF_HARD;Сложно;X
DIFF_VERY_HARD;Очень сложно;X
######################################################################;;X
######################################################################;;X
# Misc ;;X
CORE_PAUSED;ПАУЗА;X
SM_SETTINGS;Настройки;X
SM_GAME;Игра;X
SM_VIDEO;Графика;X
SM_AUDIO;Звук;X
SM_CONTROLS;Управл.;X
SM_MASTER_VOLUME;Основная громкость;X
SM_EFFECT_VOLUME;Громкость эффектов;X
SM_MUSIC_VOLUME;Громкость музыки;X
SM_SCROLL_SPEED;Скорость прокрутки;X
SM_ZOOM_SPEED;Скорость приближения;X
SM_MOUSE_SPEED;Скорость мыши;X
SM_RESOLUTION;Разрешение экрана;X
SM_REFRESH_RATE;Частота обновления ;X
SM_GAMMA;Гамма;X
SM_SHADOWS;Тени;X
SM_TREES;Прорисовка деревьев;X
SM_DIFFICULTY;Сложность;X
SM_AUTOSAVE_INTERVAL;Автосохранение;X
SM_APPLY;ОК;X
SM_BACK;Назад;X
SM_ALERT;Внимание!;X
SM_RESTART;Для того чтобы сделанные изменения вступили в силу, необходимо перезагрузить игру.;X
SM_WP;Во время записи файла настроек произошла ошибка. Убедитесь, что он не защищен от записи, и попробуйте снова.;X
FE_HOST;Создание игры;X
FE_JOIN_LAN_GAME;Подключение к игре;X
FE_JOIN_INTERNET_GAME;Интернет;X
FE_SCAN;поиск;X
FE_METASERVER;Метасервер;X
FE_BACK;Назад;X
FE_PLAYER;Игрок;X
FE_PLAYER_NAME;Имя игрока:;X
FE_SINGLE_PLAYER;Одиночная игра;X
FE_MULTI_PLAYER;Сетевая игра;X
FE_OPTIONS;Настройки;X
FE_CREDITS;Авторы;X
FE_EXIT;Выход;X
FE_NATION_TO_PLAY;Пожалуйста, выберите державу...;X
FE_NEW_GAME;Начать игру;X
FE_SAVE_GAME;Сохранение;X
FE_HISTORICAL_START;Историческая игра;X
FE_SAVED_GAMES;Загрузка;X
FE_SELECT_NATION;Пожалуйста, выберите державу на карте...;X
FE_NO_COUNTRY_SELECTED;Держава не выбрана;X
FE_MILITARY;Армия;X
FE_ECONOMY;Экономика;X
FE_DIPLOMACY;Дипломатия;X
FE_DIFFICULTY;Сложность;X
FE_AT_WAR;Враги:;X
FE_ALLIES;Союзники:;X
FE_LOAD;ЗАГРУЗИТЬ;X
FE_BOOKEDMARKED;Ключевые исторические даты:;X
FE_STARTING_DATE;Начало игры;X
FE_BOOKMARK_TITLE;Название игры;X
FE_BOOKMARK_DATE;Дата начала игры;X
FE_LOCAL_GAMES;локальные игры;X
FE_MY_GAME;Новая игра;X
FE_CANCEL;Отменить;X
PLAYER_LOST_TITLE;Игрок отсоединен;X
PLAYER_LOST_DESC;Игрок $playername$ отсоединен. Ваши действия?;X
SERVER_LOST_TITLE;Сервер потерян!;X
REMOVE_SERVER_LOST_DESC;Сервер потерян. Игра будет завершена.;X
OK;ОК;X
CANCEL;Отмена;X
